Grade,Gender,Resolved Race/Ethnicity,Home ZIP Code,Sped,504,EL,Home Language,GPA,Latest College Credit Taken,Total College Credit Taken,Fall SEC TScore,Fall SEC Percentile,Fall SEC Description,Winter SEC TScore,Winter SEC Percentile,Winter SEC Description
10,Male,White,55127,N,,,English (011),2.639,,,,,,49,46,T
10,Male,White,55127,N,X,,English (011),2.663,2023,1,,,,40,16,N
10,Female,Asian,55127,N,,Served,English (011),3.056,,,,,,37,10,N
10,Male,White,55127,N,,,English (011),3.056,,,,,,,,
10,Male,Asian,55127,N,,,English (011),3.143,2022,1,,,,48,42,T
10,Female,White,55127,N,,,English (011),3.148,,,,,,40,16,N
10,Female,White,55127,N,,,English (011),3.226,2022,1,,,,54,66,T
10,Female,White,55127,N,,,Arabic (002),3.316,,,,,,36,8,N
10,Male,White,55127,Y,,,English (011),3.33,,,,,,,,
10,Male,Asian,55127,N,,Served,English (011),3.435,,,,,,47,38,T
10,Male,White,55127,N,,,English (011),3.518,2023,1,,,,,,
10,Female,White,55127,N,,,English (011),3.593,2023,2,,,,42,21,T
10,Female,White,55127,N,,,English (011),3.621,,,,,,47,38,T
10,Female,White,55127,N,,,English (011),3.704,,,,,,37,10,N
10,Female,White,55127,N,,,Ukranian (049),3.722,,,,,,28,1,N
10,Female,Black or African American,55127,N,,,English (011),3.816,2023,1,,,,32,4,N
10,Male,White,55127,N,,,English (011),3.84,2023,1,,,,,,
10,Female,Black or African American,55127,N,,,English (011),3.982,,,,,,41,18,T
10,Female,White,55127,N,,,English (011),4.015,2023,2,,,,44,27,T
10,Female,White,55127,N,,,English (011),4.033,2023,2,,,,47,38,T
10,Male,Two or More,55127,N,,,English (011),4.121,2023,4,,,,49,46,T
9,Male,White,55127,Y,,,English (011),0,,,,,,,,
9,Female,Black or African American,55127,Y,,,English (011),0,,,,,,,,
9,Male,Two or More,55127,N,,Served,"English, Creolized (057)",0.909,,,,,,29,2,N
9,Female,White,55127,N,,,English (011),0.936,,,,,,28,1,N
9,Male,Hispanic,55127,N,,,English (011),1,,,,,,40,16,N
9,Female,Hispanic,55127,N,,,English (011),1.092,,,,,,28,1,N
9,Male,Hispanic,55127,N,,Served,English (011),1.25,,,,,,,,
9,Female,White,55127,N,,,English (011),1.33,,,,,,,,
9,Female,White,55127,N,,,English (011),1.434,,,,,,28,1,N
9,Female,White,55127,Y,,,English (011),1.498,,,,,,,,
9,Male,Black or African American,55127,Y,,,English (011),1.5,,,,,,,,
9,Female,White,55127,N,,,English (011),1.582,,,,,,28,1,N
9,Male,Black or African American,55127,N,,,English (011),1.619,,,,,,56,73,T
9,Female,White,55127,N,X,,English (011),1.694,,,,,,,,
9,Female,Hispanic,55127,N,,,English (011),2,,,,,,,,
9,Female,Asian,55127,Y,,Served,Nepali (068),2.096,,,,,,,,
9,Female,White,55127,N,,,English (011),2.418,,,,,,,,
9,Male,White,55127,N,,,English (011),2.583,,,,,,38,12,N
9,Female,White,55127,N,,,English (011),2.806,,,,,,41,18,T
9,Male,Asian,55127,N,,,Hmong (020),2.834,,,,,,53,62,T
9,Male,White,55127,N,,,English (011),2.944,,,,,,,,
9,Female,Two or More,55127,N,,,English (011),3.206,,,,,,40,16,N
9,Female,White,55127,N,,,English (011),3.388,,,,,,35,7,N
9,Female,White,55127,N,,,English (011),3.39,,,,,,,,
9,Female,White,55127,N,,,English (011),3.443,,,,,,39,14,N
9,Female,White,55127,N,,,English (011),3.5,,,,,,,,
9,Female,White,55127,N,,,English (011),3.584,,,,,,72,99,S
9,Female,White,55127,N,X,,English (011),3.612,,,,,,28,1,N
9,Female,White,55127,N,,,English (011),3.723,,,,,,54,66,T
9,Female,White,55127,N,,,English (011),3.75,,,,,,38,12,N
9,Male,Asian,55127,N,,Served,Nepali (068),3.777,,,,,,47,38,T
9,Male,White,55127,N,,,English (011),3.833,,,,,,42,21,T
9,Female,White,55127,N,,,English (011),3.833,,,,,,50,50,T
9,Female,White,55127,Y,,,English (011),#N/A,,,,,,,,
10,Female,White,55128,N,X,,English (011),3.329,2023,2,29,2,N,29,2,N
12,Male,White,55128,N,,,English (011),2.593,2023,3,40,16,N,,,
9,Female,White,55128,N,,,English (011),2,,,45,31,T,40,16,N
10,Male,White,55128,N,,,English (011),3.066,2023,1,48,42,T,45,31,T
10,Male,White,55128,N,,,English (011),3.889,,,50,50,T,55,69,T
12,Male,White,55128,Y,,,English (011),2.372,,,59,82,T,,,
12,Female,White,55128,N,,,English (011),1.756,,,,,,,,
12,Male,Hispanic,55128,N,,,English (011),1.501,2023,1,,,,,,
12,Female,White,55128,Y,,,English (011),2.405,2020,2,,,,,,
11,Male,Two or More,55128,N,,,English (011),2.9,,,,,,,,
11,Male,White,55128,N,,,English (011),3.056,,,,,,,,
10,Male,White,55128,Y,,,English (011),1.597,,,,,,,,
10,Male,White,55128,Y,,,English (011),2.945,,,,,,,,
10,Female,Two or More,55128,N,,,English (011),#N/A,,,,,,,,
9,Male,Black or African American,55128,N,,,English (011),#N/A,,,,,,,,
